,Unnamed: 0,Name,Team,Pos,Nationality,CTteam,Height,Weight,MinutesPlayedPG,ptsPG,rebPG,astPG,toPG,stlPG,blkPG,pfPG,TotalGames,TotalMinutesPlayed,2ptsPercentage,3ptsPercentage,ftPercentage,fgPercentage,2ptsM_PG,2ptsA_PG,3ptsM_PG,3ptsA_PG,ftM_PG,ftA_PG,fgM_PG,fgA_PG,Totalpts,TotalREB,TotalAst,TotalTO,TotalSTL,TotalBLK,TotalPF,EFF,eFG,TS,TOV,C,F,G
0,0,夏普,金門酒廠,F,0,0,204,111,32,19.7,13.1,2.9,2.6,1.5,2,2.5,44,1395,0.4885,0.3529,0.6977,0.4483,5.8,11.9,1.8,5,2.7,3.9,7.6,16.9,866,578,129,113,67,86,110,26.1,0.50295858,0.52911474,0.12254902,0,1,0
1,1,賽勒,金門酒廠,C,0,0,211,138,32,16.3,13.9,1.2,2.2,0.7,1.7,3.1,47,1494,0.7089,0,0.4532,0.7089,7.1,10.1,0,0,2,4.3,7.1,10.1,764,655,55,102,31,78,145,26.3,0.702970297,0.679619746,0.155016911,1,0,0
2,2,瓊斯,桃園璞園建築,C,0,0,195,82,29,17.7,9.6,1,2.1,1.4,1.4,1.7,56,1649,0.5158,0.2447,0.7546,0.4835,6.4,12.4,0.4,1.7,3.7,4.9,6.8,14.1,993,536,56,120,80,78,93,20.5,0.496453901,0.54441437,0.11440401,1,0,0
3,3,戴維斯,裕隆納智捷,F,0,0,206,105,35,22.7,13,3.1,4.1,2.4,1.5,3.2,85,2943,0.4703,0.1594,0.6292,0.4572,8.7,18.6,0.1,0.8,4.8,7.6,8.9,19.4,1928,1101,263,345,203,125,274,25.3,0.461340206,0.499032712,0.152734317,0,1,0
4,4,史貝斯,臺灣銀行,F,0,0,199,100,27,15.8,7.1,1.9,1.2,1.7,1.3,3.2,9,240,0.5195,0.4,0.7647,0.486,4.4,8.6,1.3,3.3,2.9,3.8,5.8,11.9,142,64,17,11,15,12,29,19.6,0.542016807,0.582080754,0.081234768,0,1,0
5,5,天使,金門酒廠,F,0,0,195,93,30,18.5,9.2,2.5,2.5,1.5,1.9,1.8,22,655,0.4599,0.3333,0.663,0.4153,5,10.8,2,5.9,2.8,4.2,6.9,16.6,408,203,55,56,34,42,40,20,0.475903614,0.501409367,0.119343135,0,1,0
6,6,強森,桃園璞園建築,F,0,0,195,90,30,22.3,9.4,4.1,2,1.3,0.4,1.5,21,624,0.5576,0.3707,0.7519,0.4925,5.8,10.3,2,5.5,4.6,6.1,7.8,15.9,468,198,86,42,27,9,31,25.9,0.553459119,0.599978476,0.097162845,0,1,0
7,7,佐藍,金門酒廠,F,0,0,197,95,27,17.2,6,2,1.9,0.5,0.3,1.9,21,559,0.6013,0.3738,0.8657,0.5077,4.4,7.3,1.9,5.1,2.8,3.2,6.3,12.4,362,125,41,40,10,6,39,17.6,0.584677419,0.622827346,0.120957474,0,1,0
8,8,道森,裕隆納智捷,C,0,0,202,105,30,17.4,15.8,2.3,1.9,1.4,1.4,1.9,14,426,0.5266,0,0.7419,0.5266,7.1,13.4,0,0,3.3,4.4,7.1,13.4,244,221,32,27,20,20,26,29,0.529850746,0.567292645,0.110234393,1,0,0
9,9,賈西亞,富邦勇士,C,0,0,208,104,32,21.4,12.8,2.5,2.6,0.8,1.2,2.7,53,1711,0.4889,0.2308,0.7135,0.4595,7.5,15.3,0.5,2,5.1,7.1,7.9,17.2,1133,677,132,139,41,64,142,24.8,0.473837209,0.526471167,0.113418252,1,0,0
10,10,伍茲,臺灣銀行,F,0,0,194,105,26,19.3,5.3,2,1.1,0.4,0,1.3,8,209,0.53,0.2326,0.6429,0.4406,6.6,12.5,1.3,5.4,2.3,3.5,7.9,17.9,154,42,16,9,3,0,10,14.7,0.477653631,0.496399177,0.053554041,0,1,0
11,11,羅德尼,臺灣銀行,F,0,0,197,102,26,14.3,5.7,1.1,0.9,1,0.1,2.6,7,179,0.434,0.4815,0.7143,0.45,3.3,7.6,1.9,3.9,2.1,3,5.1,11.4,100,40,8,6,7,1,18,14.1,0.530701754,0.562106918,0.066079295,0,1,0
12,12,凱爾,桃園璞園建築,F,0,0,204,102,29,14,9.3,3.1,1.7,1,1.2,2.5,28,798,0.5854,0.3984,0.7536,0.5052,3.4,5.9,1.8,4.4,1.9,2.5,5.2,10.3,391,260,87,47,28,34,69,21.2,0.59223301,0.614035088,0.129770992,0,1,0
13,13,泰勒,臺灣銀行,F,0,0,199,100,32,18.5,11.1,2.9,4.3,2.2,1.4,3.3,46,1482,0.5797,0.3014,0.6503,0.4699,5.5,9.4,1.8,6.1,2,3.1,7.3,15.5,850,509,135,196,100,65,152,22.5,0.529032258,0.548505693,0.203175203,0,1,0
14,14,米歇爾,富邦勇士,F,0,0,198,105,31,17.6,10.6,2.3,2.8,0.9,2.7,2.4,31,948,0.6975,0.3733,0.6053,0.6292,6.3,9.1,0.9,2.4,2.2,3.7,7.2,11.5,545,328,71,88,29,85,75,25.5,0.665217391,0.670322974,0.17579106,0,1,0
15,15,貝斯,金門酒廠,F,0,0,197,95,29,20.7,10.9,2.8,2.5,2.5,1.1,2.5,11,316,0.4698,0.2985,0.7,0.4167,6.4,13.5,1.8,6.1,2.5,3.6,8.2,19.6,228,120,31,28,27,12,27,23,0.464285714,0.488576284,0.105556494,0,1,0
16,16,陳昱瑞,臺灣銀行,G,1,0,185,75,25,9.2,3,1.7,1.1,1.3,0.1,2.4,36,897,0.4286,0.3207,0.7931,0.3645,1.5,3.5,1.6,5.1,1.3,1.6,3.1,8.6,331,107,61,41,45,3,87,8.4,0.453488372,0.494411006,0.105728566,0,0,1
17,17,李維哲,臺灣銀行,G,1,1,179,81,23,7.3,2.5,2.5,1.4,0.9,0.1,1.9,131,3041,0.4051,0.27,0.6707,0.3581,2,4.8,0.7,2.6,1.3,1.9,2.6,7.4,950,332,334,188,120,8,245,6.5,0.398648649,0.443176299,0.145288501,0,0,1
18,18,陳順詳,臺灣銀行,G,1,1,190,90,29,12.7,3.4,2.1,2.2,0.9,0.3,2.1,337,9688,0.4959,0.3527,0.7904,0.419,2.3,4.7,1.9,5.4,2.3,3,4.2,10.1,4289,1139,696,741,314,114,721,10.6,0.50990099,0.556042032,0.161527166,0,0,1
19,19,楊天佑,臺灣銀行,G,1,0,170,70,3,0.9,0.2,0.4,0.6,0.2,0,0.8,12,40,0.3333,0.2222,0.75,0.25,0.1,0.3,0.2,0.8,0.3,0.3,0.3,1,11,2,5,7,2,0,9,0.4,0.4,0.397526502,0.346420323,0,0,1
20,20,呂宗霖,臺灣銀行,G,1,0,178,75,12,2.1,1.3,1.9,0.9,0.5,0,1.4,48,577,0.4625,0.1333,0.6818,0.3727,0.8,1.7,0.1,0.6,0.3,0.5,0.9,2.3,101,64,90,42,23,0,69,3.3,0.413043478,0.416666667,0.263157895,0,0,1
21,21,高健益,臺灣銀行,G,1,0,185,80,13,3.6,1.4,1.3,1.4,0.6,0.1,1.3,116,1537,0.3288,0.2667,0.6429,0.2851,0.4,1.3,0.8,3,0.4,0.6,1.2,4.2,417,168,151,161,70,8,148,2.4,0.380952381,0.403225806,0.238744884,0,0,1
22,22,林任鴻,臺灣銀行,F,1,0,194,89,13,3.7,1.4,0.7,0.8,0.6,0.1,1.3,73,941,0.4095,0.2747,0.4651,0.3688,1.2,2.9,0.3,1.2,0.3,0.6,1.5,4.1,267,99,49,57,47,6,93,2.8,0.402439024,0.423923006,0.154918668,0,1,0
23,23,呂冠霆,臺灣銀行,C,1,0,197,90,13,4.3,1.9,0.4,0.2,0.4,0.2,0.7,19,242,0.4242,0.3696,0.2,0.3924,0.7,1.7,0.9,2.4,0.1,0.5,1.6,4.2,81,36,8,4,8,4,13,4,0.488095238,0.486425339,0.043290043,1,0,0
24,24,范士恩,臺灣銀行,F,1,0,198,82,13,2.6,3.3,0.4,0.6,0.6,0.3,1.7,69,918,0.3977,0.2,0.5645,0.3871,1,2.6,0,0.1,0.5,0.9,1,2.7,181,225,25,38,42,18,117,4.5,0.37037037,0.419896641,0.162337662,0,1,0
25,25,陳侑昫,臺灣銀行,F,1,0,195,90,11,3.5,1.8,0.6,0.5,0.1,0.1,1.1,80,844,0.4682,0.321,0.7069,0.4213,1,2.2,0.3,1,0.5,0.7,1.3,3.2,281,141,46,38,10,9,87,3.5,0.453125,0.498859749,0.124750499,0,1,0
26,26,謝宗融,臺灣銀行,C,1,1,200,97,15,4.7,3.5,0.4,0.4,0.5,0.4,2.3,46,689,0.4579,0.2857,0.6757,0.4408,1.9,4.1,0.1,0.5,0.5,0.8,2,4.6,217,161,18,17,24,20,105,6.2,0.445652174,0.474555735,0.074738416,1,0,0
27,27,吳祐任,臺灣銀行,G,1,0,175,77,9,1.9,0.9,0.4,0.5,0.3,0,1,57,533,0.36,0.2063,0.6154,0.2899,0.5,1.3,0.2,1.1,0.3,0.5,0.7,2.4,109,52,25,30,17,0,59,1.1,0.333333333,0.36259542,0.16025641,0,0,1
28,28,黃家明,臺灣銀行,F,1,0,192,94,13,3.8,1.7,0.3,0.3,0.3,0.3,0.8,99,1242,0.3722,0.2792,0.5897,0.3286,0.8,2.3,0.6,2,0.5,0.8,1.4,4.2,377,166,31,34,30,31,76,3,0.404761905,0.417398946,0.061830173,0,1,0
29,29,張博勝,臺灣銀行,G,1,1,183,85,20,8.7,2.6,1.5,1.8,0.7,0.1,2.2,315,6434,0.4433,0.3223,0.7113,0.3897,1.9,4.3,1.1,3.5,1.5,2.1,3,7.8,2738,825,479,581,217,20,699,6.4,0.455128205,0.498624484,0.171037628,0,0,1
30,30,龍弘元,臺灣銀行,C,1,0,192,110,11,3.6,2.3,0.5,0.7,0.4,0.1,1.2,129,1462,0.44,0.1481,0.5955,0.4235,1.5,3.5,0,0.2,0.4,0.7,1.6,3.7,461,300,62,84,55,9,159,3.8,0.432432432,0.449101796,0.148683093,1,0,0
31,31,史密斯,臺灣銀行,C,0,0,204,115,31,14.3,13.5,3.7,2,1.7,1.2,2.1,15,462,0.4645,0.0667,0.6029,0.4343,5.7,12.2,0.1,1,2.7,4.5,5.7,13.2,214,203,56,30,25,18,32,23.1,0.435606061,0.471014493,0.116414435,1,0,0
32,32,潘向挺,台灣啤酒,G,1,0,185,72,15,2.3,3.1,2.6,1.9,2.1,0.3,1.1,7,108,0.4545,0.2857,0,0.3889,0.7,1.6,0.3,1,0,0,1,2.6,16,22,18,13,15,2,8,6.9,0.442307692,0.442307692,0.422222222,0,0,1
33,33,王子綱,台灣啤酒,G,1,0,183,73,12,4.1,1.2,0.8,0.6,0.4,0,0.8,78,925,0.3923,0.3459,0.6444,0.3651,0.7,1.7,0.8,2.4,0.4,0.6,1.5,4,323,95,62,47,33,1,63,3.2,0.475,0.480769231,0.123355263,0,0,1
34,34,李愷諺,台灣啤酒,G,1,1,182,80,16,5.5,2.3,1.6,1.3,0.8,0.1,1.6,70,1135,0.3865,0.2986,0.7122,0.3504,1.1,3,0.6,2.1,1.4,2,1.8,5,388,159,115,93,55,4,114,5.2,0.42,0.467687075,0.181058496,0,0,1
35,35,簡祐哲,台灣啤酒,G,1,0,180,75,10,3.9,1.3,0.5,0.3,0.6,0,0.8,16,163,0.4074,0.4545,0.6875,0.4286,0.7,1.7,0.6,1.4,0.7,1,1.3,3.1,63,21,8,4,9,0,13,3.9,0.516129032,0.550847458,0.078125,0,0,1
36,36,王政富,台灣啤酒,G,1,0,185,78,2,0,0,0.1,0,0,0,0.6,8,16,0,0,0,0,0,0.3,0,0.5,0,0,0,0.8,0,0,1,0,0,0,5,-0.7,0,0,0,0,0,1
37,37,朱億宗,台灣啤酒,F,1,0,186,85,18,6.4,3.4,0.9,1,0.8,0.2,1.8,196,3550,0.5129,0.2798,0.7151,0.4446,2.1,4.1,0.5,1.7,0.7,0.9,2.6,5.9,1247,658,168,200,160,37,346,7.2,0.483050847,0.508259212,0.137061404,0,1,0
38,38,黃聰翰,台灣啤酒,F,1,1,193,85,21,8.2,2.1,0.7,1,1,0.2,1.1,66,1393,0.3952,0.3368,0.7403,0.3638,1.5,3.8,1.5,4.4,0.9,1.2,3,8.1,544,137,47,67,68,11,75,5.8,0.462962963,0.475197033,0.103863731,0,1,0
39,39,蔣淯安,台灣啤酒,G,1,1,174,65,23,9.7,2.7,2.6,1.9,1.4,0.1,2.2,113,2618,0.483,0.3483,0.7037,0.44,2.6,5.5,0.9,2.6,1.7,2.4,3.5,8,1091,307,295,215,162,15,253,9.4,0.49375,0.535556537,0.173420957,0,0,1
40,40,周伯勳,台灣啤酒,F,1,1,197,85,23,8,6.5,1,1.4,0.9,0.4,1.9,198,4588,0.5224,0.2452,0.66,0.4765,2.8,5.3,0.3,1.1,1.7,2.5,3,6.3,1581,1282,195,274,183,86,372,11.3,0.5,0.540540541,0.159090909,0,1,0
41,41,成力煥,台灣啤酒,F,1,1,189,90,16,4.9,2,1.7,1.4,0.6,0.1,1.9,139,2173,0.4489,0.3402,0.7538,0.4117,1.2,2.7,0.5,1.4,1.1,1.4,1.7,4.1,679,280,243,188,89,20,259,5.2,0.475609756,0.519508058,0.228907783,0,1,0
42,42,黃泓瀚,台灣啤酒,F,1,1,190,85,16,3.3,3.2,1.9,1.2,0.9,0.4,2.5,55,866,0.4519,0.2687,0.6034,0.3801,0.9,1.9,0.3,1.2,0.6,1.1,1.2,3.1,183,177,104,64,51,21,136,6.1,0.435483871,0.460379464,0.25083612,0,1,0
43,43,張羽霖,台灣啤酒,F,1,0,190,87,16,7.5,2.3,0.6,1.4,0.6,0.1,2.2,347,5717,0.4368,0.3207,0.6662,0.3825,1.6,3.6,1,3.2,1.3,2,2.6,6.8,2615,799,219,496,220,44,753,4.8,0.455882353,0.48828125,0.154185022,0,1,0
44,44,翟振皓,台灣啤酒,C,1,0,194,95,4,0.9,1,0,0.3,0.2,0,1.1,10,44,0.2857,0.1429,1,0.2143,0.2,0.7,0.1,0.7,0.2,0.2,0.3,1.4,9,10,0,3,2,0,11,0.7,0.25,0.302419355,0.167785235,1,0,0
45,45,王皓吉,台灣啤酒,F,1,0,195,93,13,3.4,2.4,0.5,0.6,0.3,0.1,1.5,138,1787,0.4476,0.2166,0.7297,0.3708,1,2.3,0.2,1.1,0.6,0.8,1.3,3.4,465,337,70,88,43,20,201,3.8,0.411764706,0.453091684,0.137867647,0,1,0
46,46,吳曉謹,台灣啤酒,F,1,0,188,75,8,1.9,1.1,0.3,0.5,0.2,0,0.7,14,109,0.3462,0.3333,0.75,0.3438,0.6,1.9,0.1,0.4,0.2,0.3,0.8,2.3,27,15,4,7,3,0,10,1.4,0.369565217,0.390625,0.17053206,0,1,0
47,47,陳兆豪,台灣啤酒,C,1,0,197,95,8,2.4,1.8,0.4,0.6,0.3,0.1,1.3,85,679,0.3919,0.3333,0.6286,0.3889,1,2.6,0,0.1,0.3,0.4,1.1,2.8,208,156,38,51,22,10,110,2.6,0.392857143,0.403225806,0.167785235,1,0,0
48,48,蘇柏彰,台灣啤酒,C,1,0,200,111,9,2.9,2.2,0.3,0.6,0.2,0.3,1.4,111,1015,0.4452,0,0.5702,0.4421,1.1,2.5,0,0,0.6,1,1.1,2.6,317,246,34,68,18,33,152,3.4,0.423076923,0.476973684,0.164835165,1,0,0
49,49,愛德,台灣啤酒,F,0,0,191,90,25,15.5,5.6,4,2.4,1.1,0.3,1.5,35,882,0.5735,0.3669,0.5625,0.4943,4.5,7.8,1.8,4.8,1.3,2.3,6.2,12.6,543,196,141,85,38,9,53,16.7,0.563492063,0.569350573,0.149887584,0,1,0
50,50,塞瑟夫,台灣啤酒,C,0,0,211,110,32,18.2,10.3,3.1,2.4,0.7,1.9,2.1,35,1118,0.5483,0.39,0.8333,0.5155,6,10.9,1.1,2.9,2.9,3.4,7.1,13.8,637,362,110,83,25,65,72,24.6,0.554347826,0.594926778,0.13562387,1,0,0
51,51,李秉鴻,富邦勇士,G,1,0,180,79,13,3.3,1.2,0.6,1.1,0.5,0,1.5,91,1219,0.343,0.2846,0.6712,0.3205,0.8,2.3,0.4,1.4,0.5,0.8,1.2,3.7,302,113,59,96,48,1,132,1.7,0.378378378,0.407206318,0.213509317,0,0,1
52,52,賴廷恩,富邦勇士,G,1,0,180,70,8,1.8,1.4,1.7,0.5,0.7,0,0.3,26,211,0.3529,0.2,0.8333,0.3279,0.7,2,0.1,0.4,0.2,0.2,0.8,2.3,47,36,43,13,19,0,9,3.6,0.369565217,0.376884422,0.173130194,0,0,1
53,53,林書緯,富邦勇士,G,1,0,182,69,26,11.5,3,3.9,2.4,1.4,0.3,1.5,118,3088,0.4407,0.327,0.7403,0.4031,3.2,7.2,1.2,3.6,1.6,2.2,4.3,10.8,1352,355,464,281,171,36,177,10.6,0.453703704,0.488613188,0.169395822,0,0,1
54,54,張宗憲,富邦勇士,F,1,1,192,86,23,10.7,3.2,2.5,2,1.2,0.3,1.3,71,1619,0.4059,0.2293,0.6332,0.3714,3.7,9.1,0.5,2.2,1.8,2.8,4.2,11.3,760,227,181,145,87,19,91,7.8,0.39380531,0.426907118,0.137627305,0,1,0
55,55,張伯維,富邦勇士,F,1,0,190,88,23,8.1,3.3,1.2,1.1,1,0.2,2.4,133,3013,0.4431,0.3134,0.7647,0.3881,2,4.4,1,3.3,1.1,1.4,3,7.7,1073,443,153,149,139,23,316,7.7,0.454545455,0.487012987,0.11682243,0,1,0
56,56,郭少傑,富邦勇士,G,1,0,190,82,15,5.3,1.7,0.7,0.9,0.4,0.1,1.5,141,2067,0.4673,0.3237,0.6727,0.3928,1.1,2.3,0.8,2.5,0.8,1.2,1.9,4.7,747,242,92,131,57,12,211,4.1,0.489361702,0.506885998,0.146866841,0,0,1
57,57,蕭順議,富邦勇士,F,1,0,192,81,16,4.4,2.6,0.7,0.7,0.5,0.2,1.6,84,1330,0.364,0.2676,0.6587,0.3281,1,2.8,0.5,1.7,1,1.5,1.5,4.5,371,218,57,55,43,19,136,4.2,0.388888889,0.426356589,0.119453925,0,1,0
58,58,林孟學,富邦勇士,F,1,0,195,88,13,3,2.5,0.4,0.8,0.3,0.2,1.5,112,1409,0.5478,0.2,0.4839,0.5355,1.3,2.4,0,0.1,0.3,0.6,1.3,2.5,334,282,50,87,37,18,169,4.1,0.52,0.542691751,0.224466891,0,1,0
59,59,蔡文誠,富邦勇士,F,1,1,190,96,23,10,5.7,1.7,1.7,1,0.1,1.6,364,8191,0.4822,0.2746,0.74,0.4597,3.6,7.6,0.3,0.9,1.9,2.6,3.9,8.5,3632,2076,613,618,367,46,596,11.5,0.476470588,0.518457072,0.149858956,0,1,0
60,60,林郅為,富邦勇士,C,1,1,200,95,13,3.4,2.6,0.3,0.7,0.3,0.4,1.7,113,1482,0.4116,0.1667,0.5887,0.4078,1.4,3.4,0,0.1,0.6,1.1,1.4,3.4,388,289,31,74,31,43,189,3.8,0.411764706,0.4376931,0.152705061,1,0,0
61,61,吳宏興,富邦勇士,C,1,1,202,83,8,2.8,2.3,0.1,0.5,0.2,0.3,1.3,153,1189,0.4643,0,0.5671,0.4617,1.1,2.4,0,0,0.6,1.1,1.1,2.4,431,349,21,84,26,41,193,3.4,0.458333333,0.485436893,0.147754137,1,0,0
62,62,洪志善,富邦勇士,G,1,1,176,77,25,7.7,2.4,2.7,1.2,1.1,0.1,2.1,271,6776,0.4199,0.4078,0.7692,0.411,0.7,1.6,1.9,4.6,0.6,0.8,2.6,6.3,2075,643,740,315,300,32,564,8.9,0.563492063,0.578773301,0.152827305,0,0,1
63,63,楊興治,富邦勇士,F,1,0,195,98,18,4.8,3.1,0.5,0.8,0.3,0.6,2.5,68,1242,0.3961,0.2,0.537,0.3883,2.1,5.3,0,0.2,0.4,0.8,2.1,5.5,324,214,33,56,23,42,169,4.7,0.381818182,0.4101162,0.120264582,0,1,0
64,64,劉韋辰,富邦勇士,F,1,0,190,85,13,4.5,1.2,0.5,0.7,0.7,0.1,1.3,112,1436,0.3116,0.3446,0.6829,0.3278,0.8,2.5,0.8,2.4,0.5,0.7,1.6,4.8,504,139,57,78,80,11,147,2.9,0.416666667,0.440485513,0.120523416,0,1,0
65,65,基斯,富邦勇士,G,0,0,194,105,28,17.9,7.7,3.9,3.8,0.8,1,2.1,9,253,0.472,0.1429,0.5962,0.4118,6.6,13.9,0.4,3.1,3.4,5.8,7,17,161,69,35,34,7,9,19,15.1,0.423529412,0.457753682,0.162726961,0,0,1
66,66,簡偉儒,桃園璞園建築,G,1,1,185,86,19,6.9,2.4,1.3,1.1,0.9,0,1.1,141,2701,0.4216,0.3127,0.7251,0.3599,1.2,2.9,1.2,3.8,0.9,1.2,2.4,6.7,969,338,187,149,131,5,151,5.8,0.447761194,0.477310459,0.132084534,0,0,1
67,67,吳家駿,桃園璞園建築,G,1,0,175,69,16,5.4,2.1,2.3,1.5,0.6,0,1.4,72,1183,0.4201,0.2239,0.7806,0.381,1.6,3.7,0.2,0.9,1.7,2.2,1.8,4.7,392,151,169,106,42,1,99,5.5,0.404255319,0.476358504,0.209263393,0,0,1
68,68,彭俊諺,桃園璞園建築,G,1,1,182,82,15,4.2,2.7,2.8,2.1,1.3,0.1,1.5,154,2362,0.4081,0.2482,0.6025,0.3401,1,2.4,0.4,1.8,1,1.6,1.4,4.2,653,418,424,322,197,10,238,5.6,0.380952381,0.42822186,0.299828669,0,0,1
69,69,陳堅恩,桃園璞園建築,G,1,0,178,78,19,8.7,2.4,2.4,1.5,0.8,0.1,2.1,127,2432,0.4491,0.4047,0.8101,0.4309,1.9,4.3,1.2,3,1.1,1.4,3.2,7.3,1104,304,300,194,106,12,262,8.5,0.520547945,0.54951996,0.159303314,0,0,1
70,70,林耀宗,桃園璞園建築,F,1,0,193,98,10,2.8,2.7,0.5,0.6,0.3,0.1,0.9,129,1306,0.4011,0.1111,0.5377,0.3942,1.1,2.9,0,0.1,0.4,0.8,1.2,2.9,356,345,62,78,40,16,121,3.7,0.413793103,0.430504305,0.15576324,0,1,0
71,71,陳世杰,桃園璞園建築,G,1,0,173,75,16,6.8,3.1,2.1,1.5,1.1,0.1,1.4,370,5871,0.4669,0.2766,0.7516,0.4271,2.2,4.8,0.4,1.3,1.3,1.7,2.6,6.1,2521,1131,763,558,392,33,503,7.8,0.459016393,0.496495327,0.179683757,0,0,1
72,72,林金榜,桃園璞園建築,F,1,1,191,97,21,7.1,3.1,1.2,1.3,1.1,0.2,2.3,306,6355,0.4285,0.2929,0.5796,0.4021,2.5,5.9,0.4,1.4,0.8,1.3,3,7.3,2169,959,369,391,343,59,689,6.6,0.438356164,0.450965447,0.141735717,0,1,0
73,73,李啟瑋,桃園璞園建築,F,1,1,192,87,15,5.5,1.7,0.7,1,0.5,0.3,1.5,122,1782,0.4089,0.2966,0.6242,0.3493,1,2.6,0.9,2.9,0.8,1.3,1.9,5.5,669,207,83,117,67,36,178,3.6,0.427272727,0.452898551,0.141402715,0,1,0
74,74,簡浩,桃園璞園建築,F,1,1,197,90,22,9.2,3.7,1.3,1.2,1,0.2,1.7,311,6869,0.4812,0.3457,0.7394,0.4164,2.1,4.5,1.4,4.1,0.7,0.9,3.5,8.5,2856,1139,419,376,309,77,543,9,0.494117647,0.517086331,0.118858954,0,1,0
